index,Pt1-baseline,Pt2-baseline,Pt3-baseline,Pt4-baseline,Pt5-baseline,Pt6-baseline,Pt8-baseline,Pt9-baseline,Pt10-baseline,Pt15-baseline,Pt16-baseline,Pt17-baseline,Pt18-baseline,Pt19-baseline,Pt20-baseline,Pt23-baseline,Pt24-baseline
FAM215A,0.7647205,0.0606587,0.19213145,0.1723397,0.0767005,0.246136333,0.3811995,0.325808,0.432658,0.3189495,0.378452667,0.159572,0.0,0.398989,0.2902655,0.0,0.697801
FAM215B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM216A,3.301455,2.763525,7.78187,7.061395,1.38656,5.699113333,2.03771,18.94135,1.170115,3.656045,4.120956667,3.446366667,2.37493,1.990875,10.96985,2.73765,7.53957
FAM216B,0.0828681,0.0,0.0,0.0089797,0.0,0.470682333,0.0242043,0.0062492,0.004678015,0.02013225,0.0,0.0,0.0568687,0.02636895,0.07090725,0.01750615,0.0
FAM217A,0.0,0.0,0.0083473,0.0,0.0,0.006691567,0.0,0.0,0.0,0.0,0.0,0.009763267,0.0,0.0182197,0.0,0.0080488,0.0
FAM217B,7.129725,8.57612,8.89413,7.49399,4.523165,6.30801,4.295555,6.554145,2.052185,10.141395,6.12835,12.2562,2.37615,6.594065,13.3664,3.598575,7.0273
FAM218A,2.137045,0.03058175,0.691062,1.066345,0.247725,0.0284378,0.374273,2.005025,0.580714,1.73371,0.0113842,0.356384,0.0211857,0.773731,0.45485,0.0737778,2.04795
FAM219A,12.21835,10.19165,8.583785,7.59837,10.6551,6.284116667,9.72303,8.68803,4.98322,14.8387,10.7231,7.407716667,8.06669,7.05508,3.30409,5.672985,12.18035
FAM219B,23.8093,16.47435,17.56135,14.1747,11.3298,9.321273333,19.9193,35.76365,11.41765,17.1997,15.23133333,22.64063333,6.21762,21.93175,13.4154,6.472065,10.369
FAM220A,12.5595,15.6555,9.699135,11.02065,10.91035,10.17135,11.16705,11.32985,8.455835,6.969905,9.060826667,11.16113333,6.1882,7.74687,8.157675,6.37539,21.52225
FAM221A,3.30392,0.290905,2.96471,2.44497,0.8372315,0.0742802,1.36746,1.503005,0.4877665,0.6554645,1.542643333,1.549893333,0.883284,2.192335,0.2957155,0.2653255,1.52345
FAM221B,0.0,0.004370575,0.0103001,0.00410249,0.0,0.0,0.0,0.0,0.00487449,0.0089071,0.0,0.017895133,0.0418147,0.0110637,0.0180956,0.0,0.0
FAM222A,2.98477,6.977855,4.408175,6.268925,7.057525,0.540566,7.916825,1.188985,6.235235,2.940755,8.969323333,4.32564,5.12915,5.1932,3.052255,1.84958,2.74079
FAM222B,15.28885,10.3327,6.08035,5.93853,20.2014,13.30783333,12.1871,7.64744,10.1309,6.35356,14.05126667,5.85974,15.0225,9.3137,6.176875,14.85895,7.949715
FAM225A,0.111842,0.135639,0.4003705,1.261625,0.397097,0.0924007,0.0752859,0.525552,0.460189,0.1713425,0.688521,0.216211333,0.334737,0.09239635,1.467775,0.328801,0.2987345
FAM225B,0.02629445,0.02126365,0.10942535,0.2089345,0.135934,0.0547907,0.0225346,0.1750125,0.185885,0.02611275,0.351545,0.048676133,0.0554676,0.04086195,0.4238565,0.1016144,0.2105165
FAM227A,0.889512,0.08687665,0.1492765,0.209374,0.0499536,0.069552933,0.141888,1.145555,0.02602725,0.3060085,0.01565707,0.0889668,0.220489,0.135042,0.2395225,0.03059825,0.1479595
FAM227B,0.974199,0.913419,0.222791,0.3793795,0.4869725,0.758203333,0.518584,0.9286205,1.082718,1.875065,0.705191667,0.883474333,0.700453,1.1541525,0.878475,1.140825,0.6678665
FAM228A,0.0669465,0.08318695,0.0755115,0.08674075,0.05097115,0.070122267,0.0708821,0.1344312,0.158875,0.3904335,0.219294667,0.149561667,0.0,0.2076675,0.01473395,0.0490788,0.2703655
FAM228B,4.56609,5.39496,3.056045,4.592505,3.158015,2.389966667,3.755465,4.121265,3.766045,11.11375,1.087978333,2.346513333,3.23173,3.9888,2.640195,0.9624285,3.1624
FAM229A,3.046205,3.31298,0.5777745,2.54528,0.4527325,0.453055,3.932,4.16113,1.049319,2.755065,0.632630333,0.509157667,0.0,1.588385,1.518175,0.3439825,0.3192185
FAM229B,5.14687,4.868255,0.8962045,1.244265,2.34365,2.293956667,3.120995,6.732355,2.38703,4.863865,6.671143333,1.337113333,0.854749,1.689385,5.25406,3.157725,5.444555
FAM230A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM230B,0.0064483,0.005162,0.242024,0.004918945,0.0,0.0,0.0,0.0,0.0,0.03848775,0.0,0.007435533,0.0511508,0.0443002,0.00780315,0.0,0.0225164
FAM230C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM24A,0.0,0.0,0.0,0.0,0.0,0.0,0.02385015,0.0,0.0,0.0,0.0,0.0,0.0,0.0481886,0.0,0.0,0.0
FAM24B,0.2111845,0.640859,0.9361725,2.57323,1.491825,3.481883333,0.5529595,0.429669,2.108605,2.79768,0.275503533,2.017973333,0.0,1.45034,3.063525,0.4752965,3.073245
FAM25A,0.55827,0.0,41.55245,2.937485,11.49535,0.0,177.517,0.0,281.2365,0.0,0.0,0.0,0.0,0.0,0.0,0.227281,0.0
FAM25C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM25E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM25G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM27B,0.03460915,0.0541329,0.0,0.0258,0.0327845,0.065110667,0.0,0.03687985,0.03167085,0.050102,0.0,0.0,0.0,0.03210305,0.0,0.1302385,0.0758645
FAM27C,0.102235,0.026748,0.1281941,0.0,0.0,0.010673767,0.05189905,0.127166,0.0,0.10456,0.0234416,0.033268067,0.0,0.0317342,0.04610065,0.0257819,0.0
FAM27D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM27E2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.705297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM27E3,2.77654,3.33917,1.253085,0.6632625,0.1827045,0.657627667,1.30116,8.04102,0.2038085,1.38704,0.596552333,1.62991,0.486364,3.560035,1.79457,0.391447,3.66943
FAM32A,60.6921,56.736,38.469,44.84575,53.51925,42.73223333,53.8328,41.55665,76.97075,52.57235,52.21343333,77.59666667,58.1538,49.33825,50.5624,40.7679,61.9058
FAM35A,6.848415,3.501645,4.20737,3.99651,1.329945,4.497553333,2.88948,4.666595,1.38743,4.46779,1.707493333,4.72173,3.45065,3.022025,3.776415,1.31982,3.874365
FAM35BP,0.3059855,0.12703855,0.320771,0.1496514,0.07262445,0.24162,0.12887475,0.15618175,0.06849875,0.4141055,0.098867367,0.319495667,0.335802,0.232862,0.116515,0.0461481,0.260158
FAM3A,28.4937,23.5443,27.47645,16.49225,50.79305,15.90653333,24.62915,17.73945,32.69895,13.95565,30.56603333,35.01276667,52.9608,14.93335,12.9025,29.88645,16.91015
FAM3B,0.368416,0.0122557,4.12189,0.316461,1.122864,0.108935233,0.149303,0.1333426,3.222885,0.3095435,0.231995433,0.064442533,0.0,0.143957,0.1778472,0.10075115,0.50626
FAM3C,41.12685,65.28175,102.6595,143.7075,21.7804,61.04576667,36.30895,70.2779,16.416,68.69535,44.10773333,64.64,26.9401,41.62,184.2945,34.1132,68.86125
FAM3D,0.0151775,0.0122061,1.133845,0.185164,0.0321808,0.0924669,0.0640266,0.11431615,0.4128565,0.0,0.0213691,0.015280933,0.0,0.05851305,0.01850545,0.08657755,0.032404
FAM41C,0.23777,0.0380124,0.1170411,0.2401215,0.0,0.0101074,0.0953538,0.0377508,0.00972575,0.0874684,0.032243367,0.013646167,0.0,0.0518286,0.02047285,0.0,0.601071
FAM43A,4.95279,13.5594,26.0323,9.59664,7.9539,2.66687,8.562825,7.009715,12.71305,3.351035,3.56943,9.379213333,22.2149,9.79763,3.71514,4.088265,5.258185
FAM43B,0.0474986,0.289766,0.08284935,0.596651,0.590815,0.172860667,0.281898,0.2299255,0.393951,0.06549985,0.468798333,0.165509667,0.366468,0.6488375,0.8649925,0.17815775,0.4806425
FAM45A,0.403217,0.79762704,1.537528,6.87e-05,0.077197768,1.789963333,2.79e-05,0.000332411,0.094913292,0.261984334,0.36739548,0.829506683,0.853935,0.722259175,1.4376345,0.672347,0.806872
FAM46A,2.46184,7.102085,7.461745,13.46965,4.550905,14.12893333,6.722655,5.454525,3.196335,5.83425,2.884243333,6.418996667,7.77589,2.593085,10.121225,3.599895,4.25581
FAM46B,2.419345,16.4945,3.452505,5.49252,9.79335,0.1275524,38.6427,0.9483595,32.4367,2.53231,4.519183333,3.779393333,7.73029,5.28369,1.47838,1.498525,0.411291
FAM46C,0.8387615,1.3783,2.82806,3.009685,0.5492435,0.347496667,0.5280195,1.551715,0.612903,4.68286,7.216136667,22.2002,0.991883,1.95126,2.128635,1.36467,0.525934
FAM46D,0.4021,0.0,0.00642525,0.120048,0.02971555,0.0,0.006474475,0.0070773,0.0,0.03424435,0.0,0.0,0.0249603,0.0,0.2006065,0.0351422,0.1157946
FAM47A,0.0,0.0,0.0216554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010769567,0.0,0.0,0.0,0.0,0.0,0.0
FAM47B,0.0,0.0,0.0368643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00965545,0.0,0.0,0.0
FAM47C,0.0057951,0.0,0.0231602,0.0,0.0,0.0,0.003425835,0.0,0.0,0.02170755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM47E,0.285794,0.2333505,1.080656,0.6117555,0.5037105,0.084543767,0.1173935,0.9158955,0.3736285,0.3159205,0.626288667,0.127429,0.222097,0.2877295,3.222925,0.1771585,0.346354
FAM49A,0.596097,1.507785,1.17914,2.35142,0.884491,0.564343667,3.496805,1.072215,1.355705,1.99833,1.09589,5.7923,0.993422,2.390895,1.09217,1.978645,0.795004
FAM49B,18.36125,19.1838,17.9086,16.12585,7.91688,13.96633333,13.2337,22.62735,7.78482,18.0923,11.59016667,39.29763333,9.16547,17.15405,28.09225,13.4112,33.5097
FAM50A,51.3689,57.98565,71.91245,38.9081,94.0751,64.7264,56.0197,26.60165,78.63775,29.0477,116.144,63.01886667,40.7348,28.00185,35.68095,91.6051,44.6821
FAM50B,5.96306,0.836191,0.7770045,4.67889,6.104755,9.843013333,14.4621,4.461235,13.6275,3.663735,25.19833333,4.886213333,10.0573,10.6772,4.00685,7.99127,1.223085
FAM53A,1.51953,0.8207535,0.585979,0.7002175,1.36052,1.357716667,0.4411515,2.19507,0.7870415,0.681638,0.607980667,0.920611667,0.586687,0.359071,0.9968,1.098275,0.796992
FAM53B,35.32925,21.25735,7.455615,8.88362,14.18995,11.07653333,9.415775,11.17145,14.45065,13.20335,12.20616667,14.24166667,6.27708,32.2591,8.64679,21.91605,15.6362
FAM53C,10.3714,7.381225,13.98385,9.624865,7.65134,6.962486667,10.085815,13.84755,12.77725,15.363,13.9272,13.5165,8.07985,9.899975,13.46725,9.49708,8.700525
FAM57A,9.455485,7.62764,21.7291,23.916,26.42425,27.01586667,21.82745,19.85775,33.54205,7.172945,20.5065,13.72223333,12.3272,8.735615,14.51485,3.28835,13.22485
FAM57B,0.057522,0.02243165,0.3660295,0.3793905,0.01288665,0.0,0.03240175,0.3504775,0.0236325,0.0447969,0.080043333,0.098897433,0.0,0.03653475,0.1086431,0.0396838,0.03282175
FAM66A,0.161485,0.3437865,0.1409934,0.2355555,0.0,0.060315333,0.17110475,1.08612,0.0687825,0.111372,0.0,0.230280667,0.0,0.09251225,0.182204,0.1037793,0.3291435
FAM66B,0.3601465,0.2625165,0.5209655,0.399978,0.158348,0.079660667,0.0630092,1.23403,0.2038115,0.1105783,0.018064733,0.161221,0.216084,0.321194,0.1653175,0.04458155,1.097813
FAM66C,0.4721595,0.408382,0.4472095,0.560169,0.02140405,0.0455646,0.137043,1.0034425,0.09612695,0.560852,0.265683667,0.208508333,0.088105,0.2438885,0.07538425,0.0918266,0.282463
FAM66D,0.728632,0.5456775,0.4285975,0.4197495,0.10215335,0.030002567,0.1914635,1.27841,0.0,0.16245195,0.028418867,0.157192,0.0,0.0399493,0.077231,0.01606015,0.428745
FAM66E,0.0537425,0.175911,0.0380376,0.11348575,0.02792605,0.021867367,0.04768045,0.635234,0.0955284,0.0213261,0.019781667,0.132031333,0.0,0.0264793,0.04013485,0.02212245,0.1566385
FAM69A,4.63341,2.24049,8.64439,2.310405,4.88423,10.71438333,10.925,2.042475,3.43559,28.5554,3.570363333,14.7005,1.85504,22.16655,2.72018,5.1305,6.12924
FAM69B,41.65525,12.92195,5.85611,4.368745,11.25545,2.73419,18.483,17.63745,9.50497,26.65665,1.827843333,6.606176667,8.65366,25.7316,0.835631,1.1131535,19.16505
FAM69C,18.6311,20.07645,0.271057,0.8507725,0.0636158,0.345442333,0.5177335,0.4172675,4.185785,10.38475,3.680133333,0.629013333,3.35165,9.251865,0.04463155,0.380305,2.95124
FAM71A,0.00737525,0.0,0.0209444,0.00557415,0.0159574,0.0,0.00443651,0.0,0.01398115,0.0,0.0,0.0,0.0,0.0074183,0.03316635,0.0,0.0
FAM71B,0.0,0.0,0.0083195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009642767,0.0,0.0084575,0.0,0.0,0.0
FAM71C,0.0,0.0,0.0,0.0073217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM71D,0.05338635,0.0226394,1.386475,0.0710581,0.0120003,0.0,0.0209349,0.0102313,0.0168961,0.017752,0.0133036,0.0,0.0,0.0104406,0.248704,0.04592455,0.0
FAM71E1,0.7372315,0.0876076,0.191094,0.5228575,0.3974765,0.084113567,1.131025,0.776135,1.83774,0.469731,0.440724333,0.0,0.891723,0.839515,0.230749,0.0922007,5.091575
FAM71E2,0.0065843,0.0,0.0308683,0.04323255,0.01257985,0.037308,0.011994365,0.0,0.0,0.03322535,0.009314433,0.0,0.0,0.0,0.0100946,0.0,0.01307465
FAM71F1,0.02773555,0.0,0.0721187,0.0,0.01160565,0.0158671,0.01531385,0.01068815,0.0,0.0162176,0.027432933,0.0111848,0.113735,0.0099748,0.01640775,0.0,0.0
FAM71F2,0.1424685,0.13749,2.04027,0.613004,0.01920195,0.233471333,0.663192,0.2777985,0.0318672,0.312722,0.0385501,0.0286448,0.306562,0.090893,0.4162345,0.0344718,0.166452
FAM72A,0.908096,0.4141565,0.8150975,1.26048,0.5935855,0.785479333,0.5187905,1.50057,0.3028205,0.4983435,0.723598,0.773563667,0.54177,0.2845345,1.471355,0.0594062,1.29256
FAM72B,0.8355535,0.6054585,0.967194,1.339335,1.013745,0.783448667,0.593645,1.256605,0.2855975,0.8006525,0.971426333,1.028681667,0.0868727,0.377386,1.472045,0.1616845,0.905092
FAM72C,0.662988,0.5192305,0.6996835,0.491331,0.9706825,0.919425,0.11372039,0.868335,0.24643,0.408722335,1.530576667,1.166546667,0.453918,0.387616,0.508323,0.2835965,0.5263615
FAM72D,0.8985525,0.12470175,0.366985619,1.5916,0.185074669,0.000102548,0.6322715,1.2446,0.1596775,0.501732405,0.031226443,0.001548006,4.36e-05,0.000193041,1.76943,0.000361335,0.246380593
FAM74A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM74A3,0.0,0.0,0.0,0.0,0.0,0.0,0.00516435,0.01947055,0.0,0.0,0.0,0.0,0.0,0.0283946,0.0118088,0.0,0.0
FAM74A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0101663,0.00987845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM74A6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM76A,2.93614,3.004125,2.95476,2.274405,1.25911,1.953183333,2.926175,1.232815,2.248765,4.5683,2.26223,3.62432,2.24618,2.689275,3.699465,1.55815,2.143145
FAM76B,7.975805,4.894035,5.92803,5.00255,0.8760535,1.6409,8.743905,6.95987,1.180625,11.45445,0.752061667,7.49011,1.73874,6.636895,7.471885,1.12864,6.601805
FAM78A,2.155895,2.722495,4.03188,4.59867,4.11691,1.246993333,6.25872,1.72094,8.632935,8.468405,3.611916667,14.74473333,6.42412,14.55565,3.973335,7.752525,13.2944
FAM78B,12.2545,7.110275,12.256,8.295515,4.3937,4.023596667,11.44705,14.95335,1.86586,2.361115,2.97112,7.891506667,4.71012,1.41609,6.860165,1.525895,22.57285
FAM81A,1.41559,0.1460395,1.0438875,0.2798265,1.619365,1.69661,0.2698285,0.999723,0.2521,0.1807965,2.359496667,0.798251,1.15802,3.41358,3.068735,1.106805,0.1768205
FAM81B,0.0,0.01724635,0.01156275,0.0081025,0.01553225,0.0174134,0.125933,0.0237225,0.2001615,0.0,0.134027133,0.052249067,0.0305103,0.0,0.086621,0.01123965,0.0194559
FAM83A,0.004131155,0.025758135,4.28255,1.94801,0.486549,0.0,2.45818,0.0,9.5972,0.0,0.0,0.0,0.0,0.0050467,0.032715,0.0,0.0
FAM83B,0.04779915,0.0,1.873535,1.741985,0.2766185,0.303873667,6.3091,0.0228049,3.44034,0.0,0.011133933,0.0073531,0.0,0.0206456,0.0,0.006194775,0.0870156
FAM83C,0.0420613,0.0,3.629335,2.31049,2.974125,0.0125733,18.3856,0.0,10.9628,0.0,0.0,0.0,0.0,0.0161129,0.0,0.02303115,0.0
FAM83D,3.656,4.75508,21.53135,15.08055,1.717475,9.36362,6.936745,9.70417,7.457235,2.23706,17.21583333,6.688123333,9.90536,3.871455,15.1864,0.699362,11.89455
FAM83E,0.01263525,0.0096293,0.2307795,0.2106795,0.118891,0.033636267,0.181234,0.10398805,0.1311904,0.03726025,0.0,0.0,0.0,0.01088475,0.0,0.00874435,0.0
FAM83F,0.0588285,0.0091355,0.9356055,5.48306,0.770474,0.033954867,3.47484,0.236861,8.45911,0.0,0.478424667,0.0339887,0.0,4.22758,0.03137455,0.1767005,0.07499885
FAM83G,5.192695,0.150218,4.679355,3.42466,3.03037,3.1554,15.91685,0.763628,14.23655,1.778735,1.895596667,1.255718667,1.91941,0.801959,0.4800085,2.53246,3.271945
FAM83H,10.4308,7.984185,9.588745,7.62926,12.7055,14.43493333,14.06155,20.2255,33.3413,4.437535,0.782153667,3.207933333,5.0306,3.660465,1.24621,1.588655,20.4454
FAM84A,0.1999325,0.1385955,4.740855,5.212175,1.09295,0.366892667,6.84375,0.2489895,8.09029,0.057424,0.262809333,0.0649715,0.161721,0.4467665,0.596322,0.305809,0.486421
FAM84B,2.91811,16.30115,2.94729,50.62445,0.701768,5.476693333,24.0443,16.67405,2.48369,2.62416,9.92869,3.890116667,16.8261,3.47236,16.8467,4.77009,1.726175
FAM85B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM86B1,3.335605,1.170585,0.648424,1.08146,1.10982,1.293103333,0.806732,6.234835,0.5645545,1.1825,0.1048678,0.301701333,0.235465,0.314968,0.1349065,0.117451,8.081315
FAM86B2,1.473245,0.3877745,0.3929305,0.7006775,0.3367815,0.57923,0.2584475,2.117525,0.226232,0.6250845,0.047285667,0.202625733,0.0,0.08223255,0.04110885,0.0,5.6778
FAM86B3P,5.455505,2.2122,1.652545,0.854586,1.104097,1.321776667,2.024455,5.27695,0.2650395,1.53913,0.177550333,0.323425667,0.145739,0.9939735,0.6114945,0.270146,1.8426
FAM86C1,3.143305,3.748875,1.5452,2.5046,8.30813,4.359693333,3.381605,3.449925,5.94549,2.80443,2.02239,2.83202,1.42784,1.681395,3.388315,5.273215,5.683995
FAM86C2P,2.314705,1.27277,1.204185,1.034375,2.560015,1.95707,2.30509,5.14602,3.10551,2.65439,1.553153333,1.30682,0.556714,1.396855,0.8162265,1.474945,3.22838
FAM86DP,3.68118,10.1501,3.31182,7.235615,7.065385,4.728453333,3.278845,4.13617,5.782165,2.57759,5.247636667,1.891343333,2.39589,3.331505,7.56123,4.020385,5.946785
FAM86EP,1.54809,1.052475,0.471613,0.5004225,1.775125,0.65221,0.7085245,1.354525,0.7883845,0.726101,0.43984,0.700958,0.545722,0.6382025,0.6027135,0.7501135,1.15704
FAM86FP,0.5720825,0.3794705,0.1710765,0.3234115,0.496738,0.070167267,0.41948,1.003366,1.651105,1.301005,0.311598667,0.1076334,0.491139,0.2960185,0.3022305,0.247379,0.380805
FAM86HP,0.7690445,1.47247,1.057785,0.4836245,0.9844345,0.159510667,2.5232,2.84925,1.146045,1.694215,0.575461333,0.458594,0.468655,0.6421455,0.6587375,0.372646,0.621437
FAM86JP,1.179185,1.92609,0.7261535,1.95795,1.593385,0.620294,0.812318,1.876245,1.816355,0.610877,3.265306667,0.977183,2.5647,0.4248075,0.6614605,3.009475,2.293745
FAM87B,0.04269275,0.05276275,0.1469325,0.13360195,0.0374153,0.041622267,0.05527845,0.176446,0.0376345,0.0915381,0.044611133,0.0247434,0.0,0.1908355,0.2401045,0.05733035,0.0
FAM89A,20.41995,44.9421,28.27565,18.90815,37.14465,20.7449,38.79935,23.3335,21.23795,24.8441,19.9019,31.31456667,33.6553,35.2666,27.47115,19.81645,43.3283
FAM89B,20.0067,24.70425,27.59215,44.4732,42.833,33.43963333,54.7369,52.60055,86.865,19.5292,22.79083333,70.23106667,97.8253,32.8391,97.7169,28.617,58.00915
FAM8A1,15.7272,20.35225,10.3922,11.8782,2.163,5.39297,13.45445,21.0897,2.56518,14.5197,5.124593333,17.00796667,2.87675,15.84265,10.5415,2.51467,9.757695
FAM90A1,0.04462705,0.05880265,0.0216003,0.09968225,0.12822455,0.065330933,0.06770525,0.2469725,0.3366555,0.03734795,0.777593,0.161543,0.751923,0.1225,0.0699251,1.19501,0.590736
FAM90A24P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM90A26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM90A27P,0.04798215,0.0,0.0589125,0.0,0.0,0.0,0.0,0.0,0.0,0.1086155,0.0,0.0,0.0,0.1090785,0.0,0.0,0.0
FAM90A28P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM91A1,28.3889,19.15185,24.2425,10.39685,4.56226,16.4044,16.71055,22.6085,4.294435,27.64465,7.290693333,35.71456667,11.7536,14.19815,19.8612,5.78508,20.9094
FAM92A1P2,0.0,0.0,0.00761215,0.0,0.0,0.0,0.0,0.00847705,0.0,0.013644,0.0,0.0,0.0,0.0,0.01426035,0.0,0.0
FAM92B,0.0,0.0085427,0.0102361,0.0241097,0.0,0.0,0.00614265,0.0909583,0.0,0.0,0.134828167,0.1381144,0.0,0.03167825,0.0,0.0091084,0.0
FAM95B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM96A,48.35465,68.1639,53.05875,83.37895,37.65795,38.0616,36.6293,93.41125,25.8472,90.61595,109.0656667,42.80206667,84.8493,50.61105,42.5439,35.62445,52.9843
FAM96B,51.17785,66.0927,66.0548,69.37945,89.46655,87.07086667,51.1181,109.851,115.9215,63.35215,106.742,71.71253333,50.5657,66.4749,64.5287,80.10545,138.8185
FAM98A,14.29035,20.4671,29.2727,17.433,13.4177,24.3734,15.0794,10.9804,15.15225,24.4155,25.42573333,26.07226667,20.7756,25.12845,28.0919,16.4969,31.7305
FAM98B,12.97435,4.17985,10.1335,11.7269,8.42219,9.097553333,7.416215,20.96665,6.2219,12.8956,11.98026667,15.06066667,8.84668,19.46045,9.77706,6.40423,11.86735
FAM98C,15.5239,12.14235,6.159365,9.87222,12.8933,5.625843333,13.82575,6.442445,21.81055,6.036255,6.863306667,7.704776667,7.89,7.38164,8.069505,6.5212,9.592645
FAM99A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM99B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM9A,0.0,0.0,0.0,0.0,0.0,0.0,0.0062008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM9B,0.1260548,0.02650745,0.06435635,0.0,0.0,0.0519031,0.01817745,0.0,0.0,0.321054,0.0,0.0,0.0,0.0,0.0294762,0.0,0.0
FAM9C,0.02749605,0.0,0.0,3.25816,0.0,0.017971967,0.0082246,0.0,0.0125717,0.0,0.0,0.0,3.26042,0.04260685,0.0,0.0,0.0
FAN1,12.98865,1.061062,5.72765,6.46629,1.0449,1.475703333,7.335175,7.376575,1.06839,6.849445,1.753513333,5.451313333,2.23255,5.702895,6.22171,0.868576,3.30502
FANCA,4.198095,9.88761,10.379725,9.490705,4.978875,5.830966667,5.004815,22.3038,4.25312,4.519565,3.904276667,5.662096667,4.77609,3.15993,7.15743,2.16755,3.68642
FANCB,1.0223435,1.060967,2.665935,0.8423065,0.532422,0.716542667,1.282545,0.694521,0.2273355,1.78801,0.392764,1.824226667,0.405136,0.2884655,2.655055,0.149379,0.6903985
FANCC,3.159155,3.177855,2.21212,4.037305,2.01433,1.910673333,2.391665,3.323625,3.43045,3.102005,4.312723333,3.32449,2.08445,1.279965,3.083325,1.703255,4.376985
FANCD2,2.12132,4.664955,6.03405,4.90146,2.09415,2.91571,5.844655,5.894965,2.68096,3.98213,4.216046667,4.620156667,2.20244,2.11746,6.54438,0.7163035,4.310115
FANCD2OS,0.0,0.01689665,0.0,0.0318103,0.0,0.018285733,0.02397275,0.0454065,0.0,0.049133,0.031927667,0.024424233,3.1e-72,0.0464141,0.0350795,0.0,0.0
FANCE,1.931355,4.781665,2.78877,3.759045,3.390555,2.751746667,6.407765,4.658755,4.297035,1.84645,3.920396667,3.04865,3.49554,2.13133,2.755475,1.80048,4.461165
FANCF,8.53872,9.865715,3.388095,6.341685,7.08452,6.354806667,5.73347,9.3232,4.511925,5.48799,7.15005,10.39194,1.09548,9.05863,5.573055,5.622645,11.0379
FANCG,7.944365,5.454625,5.606935,8.76078,6.958295,7.426946667,7.436805,7.755825,6.17715,4.999645,13.1323,6.579926667,9.87706,4.38659,7.768435,5.37746,7.73577
FANCI,7.95493,10.98835,19.4007,27.3736,9.492685,8.683603333,11.98475,29.99025,5.13267,8.962315,15.03296667,14.4859,7.09393,5.399945,13.1619,1.32655,10.67715
FANCL,26.07145,30.3828,26.0542,37.93505,7.09977,14.99423333,20.3758,35.4591,8.140865,34.5691,13.2428,27.1011,15.4234,13.72535,26.0438,9.204135,8.365435
FANCM,1.369605,1.408495,1.14485,0.81627,0.1160394,0.735188667,0.985866,0.5664195,0.1439885,1.5813,0.321037333,1.072228,0.724154,1.20858,1.72984,0.1883975,0.5921085
